,oare_id,label,excavation_no,transliteration,pdf
2568,1c4c71a9-8eb1-4f48-a035-9705450b8968,Cuneiform Tablet Kt 92/k 222 (AKT 5 7),Kt 92/k 222,a-na a-šur-DU10 qí-bí-ma um-ma ku-li-a-ma a-na ma-lá té-er-tí-kà a-wa-tám ša a-na-aḫ-ì-lí DUMU DU10-ṣí-lá-a-šur a-na-ku a-šur-ma-lik DUMU ku-ra-ra ù šu-bé-lum DUMU pu-qí-dí a-na 1 ma-na KÙ.BABBAR a-wa-sú ni-ig-mur-ma 1 ma-na KÙ.BABBAR a-šu-mì a-na-aḫ-ì-lí a-na-ku a-pu-ul ṭup-pá-am ša ku-nu-ki-kà ša a-na 1.3333300000000001 ma-na KÙ.BABBAR a-na a-na-aḫ-ì-lí ša ṭup-pì-šu lá ta-tù-ru-ú-ni ta-dí-nam šu-ma ṭup-pá-am ša ku-nu-ki-kà a-na-aḫ-ì-lí lá im-ta-aḫ-ra-ni 1 ma-na KÙ.BABBAR a-na a-lim{ki} a-na a-bu-ša-lim a-bi-kà ú-šé-ba-al-ma i-na SAG KÙ.BABBAR ṭup-pá-am ša ku-nu-ki-šu a-bu-ša-lim a-na ša ki-ma i-a-tí ú ša ki-ma a-na-aḫ-ì-lí ša a-na 1.3333300000000001 ma-na KÙ.BABBAR ša ṭup-pì-šu ḫa-ar-mì-im a-na a-na-aḫ-ì-lí lá i-tù-ru-ú i-da-an-ma ú ṭup-pá-am ša ku-nu-ki-kà ú-ta-ra-kum-ma ú na-áš-pè-er-tí a-ni tum i-mu-a-at,5
2569,a2966915-d4f4-4ccc-b4d4-9cf6ba4529df,Cuneiform Tablet Kt 94/k 1023 (AKT 6a 251),Kt 94/k 1023,ku-nu-ki ša a-bi4-ni IGI a-lá-ḫi-im DUMU e-lá-lí IGI i-dí-a-šur DUMU dan-a-šùr IGI ṣí-lu-uš-da-gan ni-sú-ùḫ-ma URUDU nu-sá-ni-iq-ma 47 GÚ URUDU ṣa-lá-mu-um ŠÀ.BA 7 GÚ URUDU a-qú-bu-ur a-bi-ni ga-me-er a-wi-lu a-ni-ú-tum-ma ik-nu-ku 2 TÚG zi-ri 1 {TÚG}a-bar-ni-um 1 TÚG i-na É.GAL-lim 1 ANŠE SIG5 ni-da-an-ma me-at sá-da-li ší-im-šu-nu i-na a-ba-an É.GAL-lim ni-lá-qé KIŠIB en-na-sú-in DUMU i-ku-a KIŠIB sà-li-a DUMU i-dí-a-šùr KIŠIB a-šùr-na-da DUMU en-um-a-šùr KIŠIB SIG5-pí-a-šùr KIŠIB ma-ma-ḫi-ir DUMU a-mur-IŠTAR 30 GÚ URUDU sá-ḫi-ra-am ša dur4-ḫu-mì-it i-ṣé-er ma-ma-ḫi-ir DUMU a-mur-IŠTAR šál-ma-a-šur i-šu i-na e-ra-bi-šu-ma a-na ša-lá-tù-wa-ar ITU.1.KAM i-lá-ak-ma KÙ.BABBAR a-na ša ki-ma šu-a-tí ú-šé-ba-lam-ma URUDU i-ša-qú-lu šu-ma lá iš-qú-lu ki-ma a-wa-at kà-ri-im ṣí-ib-tám ú-ṣa-áb KIŠIB šu-ma-bi-a DUMU i-bi4-ZU KIŠIB šu-be-lim DUMU DINGIR-ku-ru-ub KIŠIB sà-li-a DUMU i-dí-a-šur KIŠIB en-na-sú-in DUMU i-ku-a KIŠIB ḫa-dí-tim me-er-i-tí-šu 2.5 GÚ URUDU SIG5 i-ṣé-er en-na-sú-in ḫa-dí-tim me-er-i-tí-šu ù a-ta-a DUMU i-ku-pì-a ša-lim-a-šur i-šu ITU.1.KAM ku-zal-li a-na 2 ITU.KAM i-ša-qú-lu 1.5 ma-na.TA a-na 1 GÚ-tim ṣí-ib-tám ú-ṣú-bu 7 TÚG a-na É kà-ri-im a-na qá-tí-šu a-bu-ni na-dí 3 TÚG 40 ma-na URUDU SIG5 it-bu-lu áš-qúl-ma a-na qá-tí a-bi4-ni a-dí-i,6a
2570,f122aa32-3fdd-479d-b182-dfbe45d621d8,Cuneiform Tablet Kt 94/k 1664 (AKT 6a 89),Kt 94/k 1664,ta-aḫ-sí-sà-tum ša ší-be ša ší-im SÍG.ḪI.A ša ú-ší-na-lam,6a
2661,099eb63c-4a3c-4bca-baf4-705a46083a49,Cuneiform Tablet Kt 92/k 194 (AKT 5 6),Kt 92/k 194,1.5 ma-na KÙ.BABBAR iš-ra-tim pu-šu-ki-in DUMU bu-za-zu i-na ku-bu-ur-na-at nu-ša-dí-in-ma ŠÀ.BA 1 ma-na KÙ.BABBAR šu-sú-in DUMU áb-lá-ma-sí ú a-šùr-i-dí DUMU a-da-da ku-nu-ki ša wa-bar-tim ú ku-nu-ki-a a-na kà-ri-im i-ni-iš-ú 0.5 ma-na KÙ.BABBAR i-na tù-ùḫ-pí-a a-šùr-ma-lik DUMU ku-ra-ra e-pu-ul a-na kà-ri-im i-ša-qal 15 GÍN KÙ.BABBAR DUMU a-lu-lá-a i-na ḫa-na-ak-na-ak nu-ša-dí-ma ku-nu-ki-ni li-ba-a ù ku-bi-a i-ni-iš-ú 0.33333 ma-na KÙ.BABBAR ša-du-a-tám ni-mar-sú-in DUMU da-dí-a i-na du-ur-ḫu-mì-it nu-ša-dí 1.5 GÍN KÙ.AN iš-ra-tim šu-ma-bi4-a DUMU a-šùr-e-li-tí nu-ša-dí-ma ku-nu-ke-e ša kà-ri-im du-ur-ḫu-mì-it i-na ší-na-ḫu-tim IGI wa-bar-tim a-na šu-a-nim DUMU me-na-nim ù ma-num-ki-{d}IŠKUR áp-qí-id-ma a-na kà-ri-im i-ni-iš-ú 10 GÍN KÙ.BABBAR ša-du-a-tám bu-ṣí-a ša ku-bu-ur-na-at i-na tù-ùḫ-pí-a nu-ša-dí-ma ku-nu-ki-ni {d}EN.LÍL-ba-ni DUB.SAR a-na kà-ri-im i-ni-ší-i 0.5 ma-na KÙ.BABBAR ša-du-a-tám ṣú-ḫa-re-e ša ma-num-ba-lúm-a-šùr DUMU ku-ku-a nu-ša-dí <gap> KÙ.BABBAR ša-du-a-tám <gap>-a-šùr <gap>-i-na <gap> ku-nu-ki-ni <gap> a-na kà-ri-im <gap> i-na tí-iš mur-na <gap>-ba-ni <gap> DUMU a-ni-na <gap> ša DUMU ḫa-na-na <gap> 4 GÍN KÙ.BABBAR ma-as-ḫu-ru-tum <gap> ni iš-tí a-šùr-ba-ni ù ṣé-er-ṣé-ri-im al-qé-ma i-na du-ur-ḫu-mì-it a-na IŠTAR-pì-lá-aḫ ta-ar-gu-me-a-nim a-na 16 GÍN KÙ.BABBAR ni-dí-šu-nu-ma ku-nu-ki ša kà-ri-im na-áš-a-ku 3 GÍN KÙ.BABBAR DUMU a-šùr-ták-lá-ku DUMU a-lá-ḫi-im nu-ša-dí-ma i-nu-mì ḫa-tù-ša-i-um ru-ba-um a-na wa-aš-ḫa-ni-a ù ba-ni-ḫa-ar-sí-im na <gap> li-ú ku-ta-nam a-na <gap> a-ší-im TÚG <gap> {d}IŠKUR-ba-ni <gap> i-na ḫa-tù-uš-<gap>,5
2662,60ef4f11-37a2-418e-83d2-94b993c03f71,Cuneiform Tablet Kt 92/k 209 (AKT 5 8),Kt 92/k 209,a-na i-dí-ku-bi-im a-na-aḫ-ì-lí ú PUZUR4-a-šùr a-na a-na-aḫ-ì-lí qí-bi-ma um-ma ku-li-a-ma 1.3333300000000001 ma-na ú ṣí-ba-tí-šu KÙ.BABBAR a-na a-bu-ša-lim DUMU en-na-sú-in ḫa-bu-lá-tí-ma na-áš-pé-er-tum ša a-šùr-DU10 i-li-kam-ma a-na 1 ma-na KÙ.BABBAR a-wa-at-kà i-gi5-mì-ir KÙ.BABBAR šu-a-tí-i a-na-ku a-pu-ul a-ḫa-ma 0.33333 ma-na KÙ.BABBAR ba-áb DINGIR a-na a-bi4-ni ta-dí-i iš-té-ni-iš ša 1.3333300000000001 ma-na KÙ.BABBAR ṭup-pá-kà al-pu-ut na-áš-pé-er-tám ša ku-nu-ki-a ša 1 ma-na KÙ.BABBAR tù-kà-a-al ú ša-ni-tám ša 0.33333 ma-na KÙ.BABBAR tù-kà-a-al táq-bi4-a-am um-ma a-ta-ma a-li-ik-ma ṭup-pá-am ša ku-nu-uk a-šùr-DU10 li-qí-a-am ṭup-pá-am ša ku-nu-uk a-šùr-DU10 al-qé-a-ku ša a-bu-šu ú šu-ut a-na ku-a-tí ú me-er-i-e-kà lá i-tù-ru-ni a-ḫi a-ta 1.3333300000000001 ma-na KÙ.BABBAR ku-nu-uk-ma a-na PUZUR4-a-šùr pí-qí-id-ma lu-ub-lam ṭup-pá-am ša ku-nu-uk a-šùr-DU10 ú ṭup-pá-am ša 1.3333300000000001 ma-na KÙ.BABBAR ša ku-nu-ki-kà šu-up-ra-ma a-na ša ki-ma ku-a-tí lá-dí-in ú ší-ta na-áš-pé-ra-tí-a ša ku-nu-ki-a ša tù-kà-lu lu-šé-ru-nim-ma li-mu-ta a-ḫi a-ta KÙ.BABBAR iš-tù MU 2 ŠÈ ta-be-e-el ú ṣú-ḫa-re-e-a a-na ṣé-ri-kà áš-pu-ra-ma KÙ.BABBAR ú-lá tù-šé-bi4-lam ú 6 GÍN KÙ.BABBAR gám-ra-am iš-ku-nu-nim a-ḫi a-ta KÙ.BABBAR šé-bi4-lam ú 6 GÍN KÙ.BABBAR ga-ma-ar-šu a-na PUZUR4-a-šùr dí-in i-li-bi4-i-kà li-ib-ší ša gi5-mì-li,5
2663,0ac28a97-2e12-418e-89e7-87b30b6724f9,Cuneiform Tablet Kt 92/k 211 (AKT 5 9),Kt 92/k 211,a-na ku-li-a qí-bi4-ma um-ma a-ba-ba-a-ma šál-ma-ni ṣú-ḫu-ur-kà ša-lim ni-šu-kà šál-mu ki-ma ku-a-tí i-<gap> a-bi4-kà a-<gap> a-wa-tí-kà <gap> i-ṣé-ri-a <gap> ma-num <gap> li-dí-nam <gap> ša ta-<gap> té-tap-ša-ni <gap> na <gap> lá i-<gap> e tù-kà-<gap> iš-tù na-áš-pè-er-ta-kà lá ta-lá-kà-ni mì-nam ša ta-áš-ta-na-pá-ra-ni um-ma a-ta-ma ṣú-ba-tí ḫa-am-ša-at šé-bi4-li-im mì-nam ṣú-ḫa-ar-kà li-ku-ul mì-nam a-ṣí-tí-kà lá-áš-qú-ul šu-ma a-na a-bi4-kà lá uš-té-ri-id um-ma šu-ut-ma ú-ḫa-lá-qú-nu GA ša-ni-a-tù i pì-šu ša-ak-na me-er-a-at-kà iš-tí-a ta-al-ta-<gap> um wa-áš-ba-at <gap> ša É a-bi4-ni tim <gap> áb e ta-ḫi-ri-<gap> ta-áp-ḫi-ra-am a-dí-in-ma GU4 aṭ-bu-ùḫ ší-ru-um ša i-ri-u ša-áp-lá-nu-um i-tab-ku 4 GÚ URUDU ag-mur <gap>-KAM ṣú-ùḫ-ur-kà lá i-mu-ut,5
2664,c1af5738-e2d2-4f1b-ad60-3a3ea13d9bcb,Cuneiform Tablet Kt 92/k 214 (AKT 5 10),Kt 92/k 214,a-na ku-li-a qí-bi-ma um-ma a-ba-ba-a-a-ma a-na-kam 1.3333300000000001 ma-na KÙ.BABBAR ša a-na mu-lá-e-i ša É sà-ba-sí-a ni-il5-qé-e-ú be-el qá-ta-tí-a ša iš-tí-a i-zi-zu-i-ni 5-šu-nu i-na-zu-mu-ú um-ma šu-nu-ma ṭup-pá-am ša ku-nu-ki-ki dí-ni-ni-a-tí ša KÙ.BABBAR a-na ṣí-it ku-li-a i-ší-iq-lu-i-ni KÙ.BABBAR 1 ma-na-um 7 GÍN ni-il5-qé a-pu-tum 5 GÍN KÙ.BABBAR a-bu-kà a-šu-ur ù ni-ší-kà 1 GÍN KÙ.BABBAR TA a-šu-ur ù ta-zi-ma-tí-ší-na lá áš-ta-na-me-e a-pu-tum ša a-wi-lu-tí-kà e-pu-uš a-pu-tum KÙ.BABBAR a-na a-šùr-ṣú-lu-li dí-in-ma lu-ub-lam a-na-kam ú-ša-aḫ-du-ru-ni,5
2665,925079ae-f92f-4ad7-b1d6-7607f1fcbda3,Cuneiform Tablet Kt 92/k 233 (AKT 5 11),Kt 92/k 233,a-na ku-li-a qí-bi-ma um-ma a-ba-ba-a-ma a-na ma-lá pì-i na-áš-pár-tí-kà pá-ni-tim 3 ma-na KÙ.BABBAR a-na e-na-na-tim a-dí-in a-pu-tum mì-nu-um ša a-na e-na-na-at-a-šùr KÙ.BABBAR tù-ší-ru-ú a-na lá-ni-šu ta-tí-ki-il5 lá É-tám lá ša-ra-am i-šu ú KÙ.BABBAR tù-ší-ir a-pu-tum a-na me-ra um-mì-a-nim <gap>-be <gap> ma-na-aḫ-tí bur-IŠTAR ša-i-il5 mì-ma ša a-dí-nu-šu-i-ni a-na a-šur-ṣú-lu-li i-na ṭup-pì-im ša i-is-ku-ri-im lá-pu-ut a-pu-tum lá ta-ša-lá-aṭ ṭup-pá-am ša É bé-lúm-ba-ni na-áš-pár-ta-kà li-li-kam lu nu-šé-ṣí-šu a-ḫa-at-kà a-na a-bi-kà ma-da-tí-ma ta-ta-wu i-na li-bi a-bi-kà tù-šé-ṣa-kà lá ta-ša-lá-aṭ mì-ma lá ta-pá-lá-aḫ e-lá-nu-kà a-bu-kà lá i-šu a-pu-tum a-ni-qí ša a-mu-tim <gap> ù KI.DU-ra-am a-šùr-ṣú-lu-li <gap> lu-ub-lam,5
2666,37ea781c-687b-4e96-b8a5-c100ddc27f30,Cuneiform Tablet Kt 92/k 217 (AKT 5 12),Kt 92/k 217,um-ma a-šùr-ša-dí-li ù a-ba-ba-a-ma a-na ku-li-a qí-bi-ma a-šu-mì ṭup-pì-kà ša šu-sú-in DUMU i-na-a ú-kà-lu a-na-kam i-nu-mì a-wa-sú-nu i-gi5-im-ru i-na ga-me-er a-wa-tí-šu ṭup-pá-kà ú-šu-ru-ni-a-tí-ma ú né-nu ṭup-pá-am ša a-lim{ki} ša a-šur-re-ṣí nu-ša-ar šu-sú-in ṭup-pá-am né-ta-ri-iš-ma um-ma šu-ut-ma a-da-na-ku-um a-wi-lúm i-na lá i-da-i-ni i-tá-al-kam šu-ma a-ma-kam KÙ.BABBAR e-ri-iš-kà lá ta-da-an um-ma a-ta-ma i-na a-lim{ki} i-na ga-me-er a-wa-tim DUB-kà i ta-da-nam qá-bi-a-tí né-nu a-na-kam <gap>-ni ni-ša-a-al ga-me-er a-wa-tim-ma <gap> tí <gap>-a-lim{ki} iš-tù <gap> a-bu-ša-lim <gap> iš-tí PUZUR4 <gap> ni-ni <gap> ni-il5-qé-ú šé-bi-lam a-šur-ANDUL ṭur4-dam ì-GIŠ <gap> šé-bi-lam,5
2667,c84fb0b6-45c9-4e6d-8923-51eddf50c2d7,Cuneiform Tablet Kt 92/k 199 (AKT 5 13),Kt 92/k 199,um-ma a-šùr-ša-dí-DINGIR a-mur-IŠTAR DU10-ṣí-lá-a-šùr ì-lí-a-LIM a-nu-pí-a ù a-ba-ba-a-a-i a-na ku-li-a qí-bi-ma a-wa-tí-kà ša É sà-ba-sí-a qá-du-um ša u4-mu-kà ša-ak-nu-ni ni-ig-mu-ur-ma a-ṣé-er KÙ.BABBAR ù KÙ.KI ša té-zi-bu 1.3333300000000001 ma-na iš-tí DU10-a-šur DUMU DU10-ì-lí 1 ma-na-um 7 GÌN a-na ṣí-ib-tim ni-il5-qé-ma KÙ.BABBAR nu-ša-bi4-šu-nu-ma 3 ṭup-pé-e ša a-lim{ki} 1 ṭup-pá-am ša 1.5 ma-na KÙ.BABBAR ša ḫu-bu-li-kà ú-šé-ru-ni-a-tí a-ša-at-kà iš-tí-ni kà-an-kà-at ITU.1.KAM ma-ḫu-ur-ì-lí li-mu-um da-ni-a a-pu-tum ki-ma ṭup-pí-i ta-áš-me-ú KÙ.BABBAR ù ṣí-ba-sú šé-bi4-lá-ma ṭup-pá-am ša ku-nu-ki-ni ù ku-nu-uk a-ší-tí-kà lu né-du-uk a ma-lá na-áš-pé-er-tí-kà iš-me-{d}IŠKUR DUMU i-tur4-a-a ni-iṣ-ba-at-ma um-ma né-nu-ma 5 ma-na KÙ.BABBAR a-na ší-a-ma-tim ša PUZUR4-a-šur DUMU a-ḫu-wa-qar tù-ub-lam kà-i-na-ni-a-tí-ma a-ta-ma ší-ma-am ša-am-ma qá-at-ni lu ni-iš-ku-un šu-ma KÙ.BABBAR a-na ša PUZUR4-a-šùr i-tù-wa-ar ku-li-a li-il5-qé um-ma šu-ut-ma PUZUR4-a-šùr mì-ma lá i-de8 ù mì-ma KÙ.BABBAR lá ub-lam a-na KÁ DINGIR nu-šé-ri-sú-ma KÁ ta-am-gi5-ir-tum i-bi4-ší-ma a-na pá-ni-šu a-le ta-mu-ru-šu-ni tù-ta-ma-šu a-šu-mì a-šùr-re-ṣí DUMU i-na-a a-wa-tù-šu-nu a-dí-ni na-ad-a-ma ṭup-pá-am lá nu-šé-ṣí-a-am ú sí-ku-šu ka-a-ni-iš-ma nu-kà-al,5
2668,465b16eb-99f2-4abe-a9d3-164c9d0f2070,Cuneiform Tablet Kt 92/k 216 (AKT 5 14),Kt 92/k 216,um-ma a-šùr-ša-dí-li-ma a-na ku-li-a ù a-šur-la-ma-sí a-na ku-li-a qí-bi-ma a-šu-mì a-wa-tim ša É sà-ba-sí-a a-wu-tum ša ma-aḫ-ri-kà lá iz-ku-ú lu-qú-ut-kà ša i-na a-pí-im té-zi-bu-ma lá-ta-ra-ak iṣ-ba-at áš-me-ma ṭup-pá-am ša ší-bu-tim ú ší-ip-ra-am al-qé-ma a-na a-pí-im i-li-ik-ma lu-qú-tám ú-ší-ir-ma a-bi-we-du-um i-ra-dí-a-ku-um be-et-kà URUDU KÙ.GI ú-ṣú-ra-num ta-da-nam lá i-mu-a um-ma šu-ut-ma ša-qú-ul ba-pí-ra-am ša ša-ku-ul-tim ú ku-ku-ba-tim É DAM.GÀR ni-il5-qé-ma a-na DAM ili5-ba-ni ni-dí-in mì-ma li-ba-kà lá i-pá-ri-id ki-ma a-wi-lu-tí-kà lu-qú-ut-kà a-na KÙ.BABBAR ta-e-er-ma tí-ib-a-ma a-tal-kam a-ḫi a-ta tí-de8-e ki-ma KÙ.BABBAR 1 GÍN ša qá-tim a-na ša-ku-ul-tim <gap> TÚG.ḪI.A <gap> BA <gap> a-šur-lá-ma-sí qí-bi4-ma KÙ.BABBAR šé-bi4-lá-ma li-ba-am dí-nam ší-im SIG5 a-na a-šur-ṣú-lu-lí dí-in li-bu-šu lá tù-lá-ma-an,5
2669,9eb538c4-3cd9-4a78-8efc-36ebab50d970,Cuneiform Tablet Kt 92/k 248 (AKT 5 15),Kt 92/k 248,a-na ku-li-a qí-bi4-ma um-ma al-pì-lí ú a-šur-lá-ma-sí šál-ma-ni i ta-wi-ni-a wa-áš-ba-ni ni-iš-ta-na-me wa-áš-bu-tum ša wa-aḫ-šu-ša-na i-ta-ṣú-nim a-dí u4-me-e za-ku-sà ni-ša-me-ma a-le ni-pá-nu-ú ni-ša-pá-ra-ku-um ta-ma-lá-ke ša qá-tí-kà al-pì-lí ú-ša-al li-ba-kà lá i-pá-ri-id,5
2670,e7591a56-60ec-429a-9ac0-7826240834db,Cuneiform Tablet Kt 92/k 255 (AKT 5 16),Kt 92/k 255,um-ma a-mur-IŠTAR-ma a-na ku-li-a a-šur-e-nam šál-ma-a-šùr ù {d}MAR.TU-ba-ni qí-bi-ma a-na-kam 1-<gap> TÚG.ḪI.A dam qú-tim wa-at-ru-tim a-na šál-ma-a-šùr DUMU a-šùr-ba-ni áp-qí-id TÚG.ḪI.A ma-áš-kà-tum a-na TÚG.ḪI.A šu-nu-ti {d}MAR.TU-ba-ni iš-tí šál-ma-a-šùr <gap>-ri-id-ma iš-ra-tim ša É kà-ri-im ú <gap> tám ša É.GAL-lim <gap> ú-lá-ma-da-ni <gap> ku a-na <gap>-ni-ma KÙ.BABBAR-pí <gap> ṣú-ḫa-ri <gap>-ta <gap>-ri-a ú <gap> ma-na 3 GÍN <gap> i li-bi <gap> ša-áš-qí-lá-šu-ma <gap> 0.5 ma-na KÙ.BABBAR i li-bi4 <gap>-e-nam ša a-šùr-e-nam <gap> 0.5 ma-na KÙ.BABBAR <gap> i li-bi4 a-sà-nim DUMU ì-lí-iš-tí-kál ší-im AN.NA <gap> KÙ.BABBAR ù TÚG.ḪI.A i li-bi4 <gap> DUMU a-mu-ra 0.33333 ma-na <gap> iš DUMU šu-ḫu-bu-ur <gap> KÙ.GI ki-ša-am i li-bi <gap> e-nam-a-šùr ša <gap> a-wa-tim <gap> a-tù-nu lá <gap> ni lu-lá-pí-ta-ku-nu-tí <gap>-ma tí-de8-a a-šar <gap> i-ba-ší-ú ù TÚG.ḪI.A iš-té-na ù ša-na-a dí-na-ma i-na pí-im ù li-bi-im ša ak-<gap> lu-ub-lu-nim-ma e-né-a pí-it-a a-ḫu-ú-a a-tù-nu iš-tí ší-im TÚG.ḪI-tí-a ki-ma KÙ.BABBAR 1 ma-na ṭá-aḫ-da-am i-lá-kà-ni ep-ša-ma li-ba-am dí-na-nim 1 ma-na 10 GÍN KÙ.BABBAR <gap> ni-a-e-im <gap> a-<gap>,5
2671,0480d321-8019-4775-bb29-5ac41b659c02,Cuneiform Tablet Kt 92/k 236 (AKT 5 17),Kt 92/k 236,a-na ku-li-a qí-bi-ma um-ma a-sá-num-ma a-šu-mì a-ší-im sá-aḫ-ra-a-ku a-ši-a-im i-ma-gu5-ru a-da-šu-ma a-ta-be-a-am-ma a-ta-lá-kam a-dí-i na-áš-pè-er-tí-kà ša a-šu-mì kà-lá-pí-im i-li-kà-ni ší-bé-e a-dí-ni lá aḫ-ri-im i ší-be-a a-zu kà-ṣa-ar PUZUR4-a-mur be-li a-ta a-na PUZUR4-a-mur pu-nu-ma a-zu-ú li-iṭ-ru-dam iš-tí tap-pá-i-šu ší-bu-tám li-dí-nam i-na lá i-da-i-a a-mì-ša-am i-tal-kam um-ma šu-ut-ma a-na e-lá-lí a-lá-ak,5
2672,4e6a85fb-f9be-4743-a549-8fd3709d141e,Cuneiform Tablet Kt 92/k 204 (AKT 5 18),Kt 92/k 204,a-na ku-li-a qí-bi-ma um-ma a-sà-num-ma a-ma-a dam-qá-tù-šu ša al-pì-lí ša i-na té-ga-ra-ma ú-ta-mì-ú pa-ar-sà-ti-kà a-wa-tim u-šé-ṣí-i ú šu-um-ka SIG5 ṭá-pu-ul ú a-na-ku iš-tí-kà-ma ṭá-pu-lá-ku aq-bi-a-ku-um um-ma a-na-ku-ma a-wa-tí-kà al-pì-lí lá tù-lá-ma-ad a-wa-sú ú-ZA-AD a-bi a-ta be-lí a-ta lá ta-qá-bi um-ma a-ta-ma i-qí-in-im a-šu-mì ta-pá-i-šu-ú na-áš-pè-er-tám uš-té-bi-lam ma-di-iš li-bi-i im-ra-aṣ a-na a-wa-tim ša a-áš-ta-me-ú a-na a-wa-tim a-ni-a-tim DINGIR lu i-de8 a-na al-pì-lí um-ma šu-ut-ma a-na am-tí-kà-ma <gap> lá i-ba-ší i-na <gap> 2-ší-ta a-ša-tám da-mì-iq-tám ku-li-a e-ḫa-az i-na <gap> am-tí-kà ka-lá-ší-na-ma tù-ba-lá-ku-um li-ba-kà lá i-na-ḫi-id e-lá-an 3 GÍN KÙ.BABBAR mì-ma wa-at-ra-am lá i-dí-ší-im ú ša a-da-<gap>-tim mì-ma lá i-dí-ší-im ú a-ma-tum ra-qá-ma uš-ba ú li-bi4-ša ki-ma mì-ma lá i-dí-nu-ší-ni iš-té-né-ú-ma LU a-na ku <gap> ú li-ba-ša da-ni-ša-ma ma-ri-iṣ a-na a-wa-tim a-ni-a-tim ša al-pì-lí e-ta-ú-ší-ni i-na e-ra-bi4-a 5 u4-me-e iš-tí-a lá ta-ta-ú <gap> nim ak-šu-dam i-na kà-ri-im wa-áš-ba-at ú qá-ta-tù-a i-na qá-ba-lá-al qá-qá-dí-ša ša-ak-na-a šu-ma-me-e e-ṣí-iš6 lá ak-šu-dam pu-ru-i-ni-me-e GAL ša-ki-in ma-dí-iš tù-ni-ḫa-ni a-dí pá-né-ša ta-mu-ru-ni ù li-ba-am a-na-ku a-dí-ší-im um-ma ší-it-ma a-na ki-li <gap> ki-a a-na-ku al-mì-in-ší-ma ší-it-ma ki-e i-KÙ.BA-im a-lá-ak a-wa-tám li-bi-i ú-kà-al ba-lá-at <gap> a-lá-ak KÙ.BA-am i-pá-ṭá-ar-ma ú a-lá-ak,5
2673,5df8b056-0e84-46d3-a4b9-411ee84b7501,Cuneiform Tablet Kt 92/k 205 (AKT 5 19),Kt 92/k 205,a-na ku-li-a qí-bi-ma um-ma a-sà-num-ma a-na-kam i-qá-qá-ar ší-a-ma-tim wa-áš-ba-ku ú ší-mu-um ma-ad ší-ma-am ša ta-šé-e-ú i li-bi-kà ša ba-lá-ṭí-kà ú ba-lá-ṭí-ni a-na-kam-ma ú-šé-lá šál-ma-ku mì-ma i li-bi4-kà lá ta-na-ḫi-id ší-ma-am šu-ra-am ša i-dí-ú i li-bi-i ma-tí-im ša ḫa-tim KÙ.BABBAR šé-bi-lá-ma ší-ma-am lá-áš-a-am-ma a-pí-iš ku-ku-ú-ma e-ra-ba-ni lu-šé-ri-ba-am ki-ma KÙ.BABBAR ṭa-aḫ-dum i-na ḫa-tim i-né-pu-šu-ni ú li-ba-kà i-ḫa-du-ú e-pu-uš KÙ.BABBAR ú-lá tù-šé-bi-lam ší-ma-am ša ú-šé-ra-ba-ni ta-ma-ar li-ba-kà e im-ra-aṣ a-bi-i a-ta be-lí a-ta KÙ.BABBAR ša e-na-na-tum i-dí-na-ni i-na {d}UTU-ši ú-ṣa-ni ú-ku-ba-ku-ma KÙ.BABBAR lá ú-me-er KÙ.BABBAR šé-bi-lam-ma iš-tí KÙ.BABBAR a-nim lu ší-pí-ir-šu KÙ.BABBAR e-lá tù-šé-bi-lam-ma li-ba-kà ú li-bi-i e im-ra-aṣ ḫa-nu-ba a-na-kam ú-ta-za-am um-ma šu-ut-ma a-dí-i na-áš-pè-er-tám ša ku-li-a a-ša-me-ú a-ma-kam a-ma-tim lá ú-ša-ar ú ša ki-ma šu-a-tí iq-bi4-ú-nim a-pu-tum i-ḫi-id-ma na-áš-pè-er-ta-kà a-ṣé-er šu-sú-en6 ḫa-nu-ba PUZUR4-la-ma a-ṣé-ri-a ú a-ṣé-er ILLAT-tí-kà ša ki-ma a-wi-lu-tí-kà SIG5-tám li-li-kam ša šé-ru-ub ILLAT-tí-kà ú a-ma-tí-kà e-pu-uš,5
